"query","slug","volume","difficulty","intent","cluster","pillar_slug","notes","status"
"social podcast highlights checklist for podcast editors","social-podcast-highlights-checklist-for-podcast-editors","170","10","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"remote interview captions checklist for podcast editors","remote-interview-captions-checklist-for-podcast-editors","165","11","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"trailer clip captions checklist for podcast editors","trailer-clip-captions-checklist-for-podcast-editors","160","12","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"guest announcement subtitles checklist for podcast editors","guest-announcement-subtitles-checklist-for-podcast-editors","155","13","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"episode highlight pacing checklist for podcast editors","episode-highlight-pacing-checklist-for-podcast-editors","150","14","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"clip review handoff checklist for podcast editors","clip-review-handoff-checklist-for-podcast-editors","145","15","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"subtitle polish for interviews checklist for podcast editors","subtitle-polish-for-interviews-checklist-for-podcast-editors","140","16","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"best way to handle transcript cleanup in clip repurposing","best-way-to-handle-transcript-cleanup-in-clip-repurposing","135","17","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"best way to handle subtitle pacing in clip repurposing","best-way-to-handle-subtitle-pacing-in-clip-repurposing","130","18","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"best way to handle caption readability in clip repurposing","best-way-to-handle-caption-readability-in-clip-repurposing","125","19","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"best way to handle hook selection in clip repurposing","best-way-to-handle-hook-selection-in-clip-repurposing","120","20","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"best way to handle clip approvals in clip repurposing","best-way-to-handle-clip-approvals-in-clip-repurposing","115","21","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"best way to handle guest teaser captions in clip repurposing","best-way-to-handle-guest-teaser-captions-in-clip-repurposing","110","22","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"best way to handle roundtable clip subtitles in clip repurposing","best-way-to-handle-roundtable-clip-subtitles-in-clip-repurposing","105","23","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"best way to handle panel discussion repurposing in clip repurposing","best-way-to-handle-panel-discussion-repurposing-in-clip-repurposing","100","24","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"best way to handle webinar cutdown captions in clip repurposing","best-way-to-handle-webinar-cutdown-captions-in-clip-repurposing","95","25","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"best way to handle founder podcast subtitles in clip repurposing","best-way-to-handle-founder-podcast-subtitles-in-clip-repurposing","90","8","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"best way to handle long answer editing in clip repurposing","best-way-to-handle-long-answer-editing-in-clip-repurposing","85","9","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"best way to handle audio first social captions in clip repurposing","best-way-to-handle-audio-first-social-captions-in-clip-repurposing","80","10","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"best way to handle quote led caption edits in clip repurposing","best-way-to-handle-quote-led-caption-edits-in-clip-repurposing","75","11","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"best way to handle subtitle presets in clip repurposing","best-way-to-handle-subtitle-presets-in-clip-repurposing","70","12","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"best way to handle caption exports in clip repurposing","best-way-to-handle-caption-exports-in-clip-repurposing","65","13","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"best way to handle youtube shorts repurposing in clip repurposing","best-way-to-handle-youtube-shorts-repurposing-in-clip-repurposing","260","14","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"best way to handle mute friendly podcast clips in clip repurposing","best-way-to-handle-mute-friendly-podcast-clips-in-clip-repurposing","255","15","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"best way to handle livestream interview subtitles in clip repurposing","best-way-to-handle-livestream-interview-subtitles-in-clip-repurposing","250","16","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"best way to handle social podcast highlights in clip repurposing","best-way-to-handle-social-podcast-highlights-in-clip-repurposing","245","17","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"best way to handle remote interview captions in clip repurposing","best-way-to-handle-remote-interview-captions-in-clip-repurposing","240","18","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
